setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_initial,tp_2r,exit_reason,exit_price,r_realised,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_2r,sl_swept_then_1r,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_2r_touch,bars_sl_to_1r_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B7281,EURUSD,2016-02-17T07:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.11905,1.11905,1.12097,1.1152100000000005,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.432,1.432,2.864,0,,,,,46,premium,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2016-02-15T09:00:00+00:00,BOS,BOS,0,holding,False,full,False,2,0.54,0.79,0.79,marginal,,1.283,,4.692,0.001341,,0.767,0,41.535,False,,,,,False,7,bearish,with_trend,True,False,False,,1.11276,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,high,True,2016-02-17T06:00:00+00:00,1,2016-02-15T12:00:00+00:00,SHORT,aligned,96.9,False,3,,,stale,London,London,True,False,never_filled,1.0,,,0.3598,1.13761,1.10862,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7282,EURUSD,2016-02-17T12:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.11905,1.11905,1.12097,1.1152100000000005,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.432,1.159,2.318,0,,,,,51,premium,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2016-02-15T09:00:00+00:00,BOS,BOS,0,holding,False,full,False,2,0.54,0.79,0.79,marginal,,1.283,,4.692,0.001341,,0.767,0,51.115,False,,,,,False,12,bearish,with_trend,True,False,False,,1.11276,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2016-02-17T11:00:00+00:00,2,2016-02-15T12:00:00+00:00,SHORT,aligned,96.9,False,3,,,stale,London,London,True,False,never_filled,1.0,,,0.3598,1.13761,1.10862,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7283,EURUSD,2016-02-18T12:00:00+00:00,2016-02-19T08:00:00+00:00,2016-02-19T09:00:00+00:00,London,bearish,BOS BOS,proximal,1.11289,1.11289,1.11436,1.1099499999999998,tp,1.1099499999999998,2.0,500.0,True,,4.252,-0.306,0.47,,,,,,,,,1.046,1.046,2.093,10,5.0,9.0,23.0,21.0,3,discount,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2016-02-18T09:00:00+00:00,BOS,BOS,0,holding,False,none,True,0,1.38,1.84,1.84,solid,,0.904,,2.356,0.001405,0.001466,0.291,0,50.354,True,ECB Monetary Policy Meeting Accounts,EUR,ff,2016-02-18T12:30:00+00:00,False,12,bearish,with_trend,False,False,False,,1.10958,False,False,True,INSIDE,intact,intact,intact,swept,1.452,4.142,PD,PD,False,15.0,PW,,,,,,,,5.0,low,0.0,0.0,True,1,25.0,"eq,sw,pd,pw",True,0.263,1.677,3.544,True,False,,,,,,False,,,,,False,,,,,True,0.406,bare,False,,False,none,none,none,False,2016-02-18T11:00:00+00:00,1,2016-02-18T11:00:00+00:00,SHORT,counter,39.9,False,2,14.87,0.6687,no_fvg,London,London,True,True,Both,1.0,,,0.1473,1.13761,1.10862,discount,both_discount,-0.584,0.425,0.129,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7284,EURUSD,2016-02-18T18:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.11589,1.11589,1.11783,1.11201,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.05,0.94,1.88,0,,,,,53,discount,0.0,,6.0,3.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2016-02-16T13:00:00+00:00,BOS,BOS,0,holding,False,full,True,1,0.05,1.48,1.48,marginal,,0.942,,1.894,0.001848,,0.414,0,50.865,False,,,,,False,18,bearish,with_trend,False,False,False,,1.11239,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,1,,"eq,sw",True,0.514,4.892,2.267,False,False,,,,,,False,,,,,False,,,,,True,0.027,bare,False,,False,none,none,none,False,2016-02-18T17:00:00+00:00,2,2016-02-16T14:00:00+00:00,SHORT,counter,48.0,False,1,,,stale,NY,NY,True,False,never_filled,0.838,,,0.2508,1.13761,1.10862,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7285,EURUSD,2016-02-19T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.11589,1.11589,1.11783,1.11201,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.05,1.028,2.055,0,,,,,75,discount,0.0,,6.0,3.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2016-02-16T13:00:00+00:00,BOS,BOS,0,holding,False,full,True,1,0.05,1.48,1.48,marginal,,0.942,,1.894,0.001848,,0.414,0,52.417,False,,,,,False,16,bearish,with_trend,False,False,False,,1.11239,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,True,1,,"eq,sw",True,0.514,4.892,2.267,False,False,,,,,,False,,,,,False,,,,,True,0.027,bare,False,,False,none,none,none,False,2016-02-19T15:00:00+00:00,3,2016-02-16T14:00:00+00:00,SHORT,counter,48.0,False,1,,,stale,NY,NY,True,False,never_filled,0.838,,,0.2508,1.13761,1.10862,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7286,EURUSD,2016-02-22T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.11113,1.11113,1.11192,1.1095499999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.702,0.702,1.404,0,,,,,3,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-02-22T06:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,1.47,2.62,2.62,strong,,0.524,1.714,2.692,0.001126,,0.864,0,45.719,True,German Flash Manufacturing PMI,EUR,ff,2016-02-22T08:30:00+00:00,False,9,bearish,with_trend,True,False,False,,1.1081,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,low,True,2016-02-22T08:00:00+00:00,1,2016-02-22T07:00:00+00:00,SHORT,aligned,59.4,False,1,,,fresh,Asia,London,False,False,never_filled,0.889,A First Pullback,premium,0.2452,1.12495,1.10664,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7287,EURUSD,2016-02-23T10:00:00+00:00,2016-02-24T15:00:00+00:00,2016-02-24T19:00:00+00:00,London,bearish,BOS BOS,proximal,1.10383,1.10383,1.10505,1.10139,tp,1.10139,2.0,500.0,True,,9.303,-0.926,0.215,,,,,,,,,0.852,0.852,1.705,49,48.0,28.0,36.0,30.0,7,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-02-23T03:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.2,1.93,1.93,solid,,0.713,,3.297,0.001431,0.002089,0.52,1,43.939,False,,,,,False,10,bearish,with_trend,True,False,False,,1.09911,False,False,True,SWEPT_LOW,intact,swept,intact,broken,0.985,,PD,,False,0.0,PD,,,,,,,,63.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2016-02-23T09:00:00+00:00,1,2016-02-23T09:00:00+00:00,SHORT,aligned,77.0,False,2,63.72,1.025,no_fvg,Asia,NY,False,True,Fill only,0.886,,,-0.1535,1.12495,1.10664,discount,mixed,3.507,0.7,0.099,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Crude Oil Inventories,USD,1.0,Crude Oil Inventories
B7288,EURUSD,2016-02-26T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.10142,1.10142,1.1028,1.0986600000000002,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.748,0.748,1.497,0,,,,,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-02-26T11:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,1.56,2.29,2.29,solid,,0.64,2.077,3.335,0.001844,,0.441,0,34.725,True,Core PCE Price Index m/m,USD,ff,2016-02-26T15:00:00+00:00,False,15,bearish,with_trend,True,False,False,,1.09527,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,break,asia,low,True,2016-02-26T14:00:00+00:00,1,2016-02-26T13:00:00+00:00,SHORT,aligned,53.4,False,1,,,fresh,London,NY,False,False,never_filled,1.0,A First Pullback,premium,-0.2851,1.12495,1.10664,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7289,EURUSD,2016-02-29T06:00:00+00:00,2016-02-29T08:00:00+00:00,2016-02-29T08:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.09284,1.09284,1.09204,1.0944400000000003,sl,1.09204,-1.0,-250.0,True,,0.0,-0.0,,True,False,False,0.08,5.782,,,False,0.534,0.534,1.068,49,0.0,0.0,5.0,3.0,3,discount,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-02-29T03:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.18,0.69,0.46,marginal,False,0.401,0.154,0.981,0.001498,0.001561,0.65,0,57.777,False,,,,,False,6,bearish,ambiguous,False,False,True,bullish,1.09431,False,False,False,INSIDE,intact,intact,intact,intact,9.313,1.135,PD,PW,False,,,,,1.135,2.0,False,0.601,True,19.0,high,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,high,True,2016-02-29T05:00:00+00:00,1,2016-02-29T05:00:00+00:00,LONG,aligned,10.9,False,0,16.96,0.6948,fresh,Asia,London,False,True,Fill only,1.0,,,0.0798,1.11244,1.09114,discount,both_discount,-1.502,0.508,0.663,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7290,EURUSD,2016-02-29T10:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.09401,1.09401,1.09601,1.09001,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.265,1.265,2.529,0,,,,,3,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-02-29T07:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.27,0.68,0.68,marginal,,1.138,0.923,1.872,0.001581,,0.706,0,51.976,True,Core CPI Flash Estimate y/y,EUR,ff,2016-02-29T10:00:00+00:00,False,10,bearish,with_trend,True,False,False,,1.09105,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,sweep,asia,high,True,2016-02-29T09:00:00+00:00,1,2016-02-29T09:00:00+00:00,SHORT,aligned,56.2,False,1,,,fresh,London,London,True,False,never_filled,1.0,A First Pullback,premium,0.1347,1.11244,1.09114,discount,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7291,EURUSD,2016-03-03T09:00:00+00:00,2016-03-03T09:00:00+00:00,2016-03-03T12:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.08677,1.08677,1.08546,1.08939,tp,1.08939,2.0,500.0,True,,13.382,-0.115,0.149,,,,,,,,,1.466,1.466,2.932,33,30.0,1.0,6.0,1.0,6,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-03T03:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.08,1.0,0.67,marginal,False,1.242,,0.962,0.000894,0.000926,0.838,1,62.906,False,,,,,False,9,bearish,ambiguous,False,False,True,bullish,1.08763,False,False,False,INSIDE,intact,intact,intact,broken,1.455,4.767,PD,PD,True,71.0,PW,,,,,,,,0.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.145,bare,True,-0.078,False,sweep,asia,high,True,2016-03-03T08:00:00+00:00,1,2016-03-03T08:00:00+00:00,LONG,aligned,31.0,False,0,0.27,0.4706,no_fvg,Asia,London,False,True,Fill only,0.979,,,-0.2052,1.11244,1.09114,discount,both_discount,-1.925,0.351,0.324,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7292,EURUSD,2016-03-03T14:00:00+00:00,2016-03-03T16:00:00+00:00,2016-03-03T16:00:00+00:00,NY,bearish,BOS BOS,proximal,1.09401,1.09401,1.09601,1.09001,sl,1.09601,-1.0,-250.0,True,,0.6,-0.925,-1.667,True,False,False,0.784,5.242,,,True,1.265,1.532,3.063,26,16.0,6.0,81.0,79.0,79,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-02-29T07:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.27,0.68,0.68,marginal,,1.138,0.923,5.135,0.001581,0.001816,0.706,0,45.26,True,Unemployment Claims,USD,ff,2016-03-03T13:30:00+00:00,False,14,bearish,counter_trend,True,False,True,bullish,1.08589,False,False,False,EXPANSION_UP,broken,intact,intact,swept,11.654,7.272,PW,PD,True,1.0,PW,,,,,,,,1.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.152,bare,False,,False,break,asia,high,True,2016-03-03T13:00:00+00:00,2,2016-02-29T09:00:00+00:00,SHORT,aligned,56.2,False,1,35.41,0.8444,fresh,London,NY,True,True,Both,0.723,,,0.1347,1.11244,1.09114,discount,mixed,1.638,0.422,1.0,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Services PMI,USD,0.0,
B7293,EURUSD,2016-03-03T17:00:00+00:00,2016-03-04T14:00:00+00:00,2016-03-04T14:00:00+00:00,NY,bearish,BOS BOS,proximal,1.10142,1.10142,1.1028,1.0986600000000002,sl,1.1028,-1.0,-250.0,True,,1.732,-0.0,-0.577,True,False,False,0.624,1.491,,,True,0.748,0.76,1.519,4,3.0,0.0,171.0,121.0,102,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-02-26T11:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,1.56,2.29,2.29,solid,,0.64,2.077,5.574,0.001844,0.002546,0.441,0,31.536,False,,,,,False,17,bearish,counter_trend,True,False,True,bullish,1.09114,False,False,True,SWEPT_HIGH,swept,intact,intact,swept,5.975,8.724,PW,PD,False,0.0,PW,,,,,,,,0.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.146,EQ,False,,False,none,none,none,False,2016-03-03T16:00:00+00:00,2,2016-02-26T13:00:00+00:00,SHORT,aligned,53.4,False,1,69.99,1.0877,fresh,London,NY,False,True,Fill only,0.897,,,0.4826,1.11244,1.09114,discount,mixed,-0.022,0.446,0.378,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Average Hourly Earnings m/m,USD,0.0,
B7294,EURUSD,2016-03-04T11:00:00+00:00,2016-03-04T13:00:00+00:00,2016-03-04T13:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.09522,1.09522,1.09261,1.10044,sl,1.09261,-1.0,-250.0,True,,3.479,-0.0,-0.287,True,True,True,1.622,0.0,1.0,1.0,True,1.809,1.809,3.618,5,2.0,0.0,5.0,3.0,3,discount,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-03-04T08:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.6,1.3,1.3,marginal,,1.67,0.686,2.294,0.001443,0.002046,0.502,0,47.809,False,,,,,False,11,bullish,with_trend,True,False,False,,1.09853,False,True,False,SWEPT_HIGH,swept,intact,intact,swept,11.935,6.854,PW,PD,False,0.0,PD,,,,,,,,22.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2016-03-04T10:00:00+00:00,1,2016-03-04T10:00:00+00:00,LONG,aligned,42.1,False,1,29.63,0.8037,fresh,London,NY,True,True,Both,1.0,A First Pullback,premium,0.1915,1.11244,1.09114,discount,both_discount,-0.603,0.585,0.332,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Average Hourly Earnings m/m,USD,1.0,Average Hourly Earnings m/m
B7295,EURUSD,2016-03-04T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.11113,1.11113,1.11192,1.1095499999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.702,0.278,0.557,0,,,,,226,premium,0.0,,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-02-22T06:00:00+00:00,BOS,BOS,1,holding,True,partial,False,0,1.47,2.62,2.62,strong,,0.524,1.714,,0.001126,,0.864,0,39.808,False,,,,,False,16,bullish,counter_trend,False,False,False,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,,none,none,none,False,2016-03-04T15:00:00+00:00,2,2016-02-22T07:00:00+00:00,SHORT,aligned,59.4,False,1,,,fresh,Asia,NY,False,False,never_filled,,,,0.9385,1.11244,1.09114,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7296,EURUSD,2016-03-07T08:00:00+00:00,2016-03-07T08:00:00+00:00,2016-03-07T11:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.09567,1.09567,1.09435,1.09831,sl,1.09435,-1.0,-250.0,True,,7.636,-0.803,-0.131,True,True,True,0.327,0.0,4.0,1.0,True,1.137,1.27,2.54,49,31.0,7.0,74.0,22.0,26,discount,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2016-03-04T06:00:00+00:00,BOS,Confirm,0,holding,False,full,False,1,0.86,1.89,1.89,solid,,0.965,,7.435,0.001161,0.001174,0.598,1,46.307,False,,,,,False,8,bullish,counter_trend,True,False,True,bearish,1.1043,False,False,False,INSIDE,intact,intact,intact,intact,7.435,4.652,PW,PD,False,,,,,,,,,,10.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2016-03-07T07:00:00+00:00,1,2016-03-04T10:00:00+00:00,LONG,aligned,24.9,False,1,2.09,0.5499,stale,Asia,London,False,True,Fill only,0.425,,,0.6039,1.1043,1.08251,premium,mixed,1.74,0.498,0.561,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7297,EURUSD,2016-03-07T18:00:00+00:00,2016-03-09T10:00:00+00:00,2016-03-09T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09591,1.09591,1.0946,1.0985299999999998,sl,1.0946,-1.0,-250.0,True,,19.74,-0.87,-0.051,True,True,True,0.016,6.685,1.0,1.0,True,0.706,0.706,1.411,49,31.0,3.0,44.0,42.0,4,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-03-07T14:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.47,0.99,0.99,marginal,,0.598,0.905,3.528,0.001856,0.001283,0.865,0,43.296,True,FOMC Member Brainard Speaks,USD,ff,2016-03-07T18:00:00+00:00,False,18,bullish,with_trend,True,False,False,,1.10246,False,False,False,EXPANSION_DOWN,intact,broken,swept,intact,5.301,7.218,PD,PW,True,9.0,PD,,,,,,,,12.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.339,bare,False,,False,break,london,high,True,2016-03-07T17:00:00+00:00,1,2016-03-07T16:00:00+00:00,LONG,aligned,27.0,False,1,8.58,0.6441,fresh,NY,London,True,False,OB only,1.0,A First Pullback,premium,0.615,1.1043,1.08251,premium,mixed,0.382,0.384,0.071,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7298,EURUSD,2016-03-08T08:00:00+00:00,2016-03-08T08:00:00+00:00,2016-03-08T09:00:00+00:00,London,bullish,BOS BOS,proximal,1.10209,1.10209,1.10124,1.10379,sl,1.10124,-1.0,-250.0,True,,4.306,-0.988,-0.232,True,False,False,0.091,6.083,,,True,0.775,0.775,1.55,49,7.0,9.0,4.0,1.0,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",True,h1_only,2016-03-08T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.58,1.29,1.29,marginal,,0.593,,1.861,0.001096,0.00114,0.323,0,49.367,False,,,,,False,8,bullish,with_trend,False,False,False,,1.10413,False,True,False,SWEPT_HIGH,swept,intact,intact,intact,2.016,7.406,PW,PD,True,5.0,PD,,,,,,,,5.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,0.465,False,sweep,asia,high,True,2016-03-08T07:00:00+00:00,1,2016-03-08T07:00:00+00:00,LONG,counter,79.9,False,2,3.99,0.5805,no_fvg,Asia,London,False,True,Fill only,1.0,,,0.8986,1.1043,1.08251,premium,both_premium,-1.788,0.383,0.485,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7299,EURUSD,2016-03-08T10:00:00+00:00,2016-03-08T10:00:00+00:00,2016-03-08T14:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.10189,1.10189,1.10433,1.09701,sl,1.10433,-1.0,-250.0,True,,3.0,-0.709,-0.333,True,False,False,0.996,5.878,,,True,1.992,1.992,3.984,49,28.0,3.0,3.0,1.0,3,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-03-08T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.01,1.04,0.69,marginal,False,1.829,,0.612,0.001225,0.001333,0.656,0,58.856,True,ECOFIN Meetings,EUR,ff,2016-03-08T10:15:00+00:00,False,10,bullish,ambiguous,False,False,True,bearish,1.10114,False,False,False,SWEPT_HIGH,swept,intact,swept,intact,,6.465,,PD,True,0.0,PD,,,,,,,,0.0,high,0.0,0.0,False,0,,,False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2016-03-08T09:00:00+00:00,1,2016-03-08T09:00:00+00:00,SHORT,aligned,75.7,False,0,9.39,0.6487,no_fvg,London,London,True,False,OB only,1.0,,,0.8894,1.1043,1.08251,premium,both_premium,-0.506,0.446,0.086,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
