setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,bos_sequence_count,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0034,EURUSD,2025-09-29T13:00:00+00:00,2025-09-29T17:00:00+00:00,2025-09-29T21:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,1.17216,1.17127,1.17464,,3.594,,sl,1.17216,0.0,-1.0,-1.0,0.0,True,,1.303,-0.225,4,-1,-1,4,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-09-29T09:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,against_trend,2025-09-29T12:00:00+00:00,1,2025-09-29T11:00:00+00:00,LONG,counter,72.0,0,marginal,3.07,1.06,1.59,no_fvg,London,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0035,EURUSD,2025-10-02T17:00:00+00:00,2025-10-03T08:00:00+00:00,2025-10-03T13:00:00+00:00,NY,bearish,BOS BOS,proximal,1.17447,1.1761,1.17217,,1.61,,sl,1.17447,0.0,1.61,4.773,0.0,True,,1.049,-0.012,5,13,-1,9,premium,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-02T08:00:00+00:00,BOS,BOS,True,False,False,,,,,False,17,bearish,with_trend,2025-10-02T16:00:00+00:00,1,2025-10-02T14:00:00+00:00,SHORT,aligned,70.2,4,marginal,1.04,1.12,1.12,fresh,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0036,EURUSD,2025-10-02T17:00:00+00:00,2025-10-03T14:00:00+00:00,2025-10-03T18:00:00+00:00,NY,bearish,BOS BOS,50pct,1.17508,1.1761,1.17217,,3.549,,friday_flat,1.17342,1.627,3.549,7.637,406.75,True,,1.863,-0.814,4,7,-1,9,premium,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-02T08:00:00+00:00,BOS,BOS,True,False,False,,,,,False,17,bearish,with_trend,2025-10-02T16:00:00+00:00,1,2025-10-02T14:00:00+00:00,SHORT,aligned,83.3,4,marginal,1.04,1.12,1.12,fresh,London,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0037,EURUSD,2025-10-06T07:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.17235,1.17346,1.17077,,1.74,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,discount,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-10-06T02:00:00+00:00,BOS,Confirm,False,True,False,,,,,False,7,bearish,with_trend,2025-10-06T06:00:00+00:00,1,2025-10-06T06:00:00+00:00,SHORT,counter,48.4,1,solid,1.5,1.92,1.92,no_fvg,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0038,EURUSD,2025-10-06T07:00:00+00:00,,,London,bearish,Confirmation BOS,50pct,1.17271,1.17346,1.17077,,3.527,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-10-06T02:00:00+00:00,BOS,Confirm,False,True,False,,,,,False,7,bearish,with_trend,2025-10-06T06:00:00+00:00,1,2025-10-06T06:00:00+00:00,SHORT,aligned,53.6,1,solid,1.5,1.92,1.92,no_fvg,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0039,EURUSD,2025-10-09T15:00:00+00:00,2025-10-10T15:00:00+00:00,2025-10-10T15:00:00+00:00,NY,bearish,BOS BOS,proximal,1.1605,1.1620599999999999,1.15829,1.15739,1.63,2.29,sl,1.1620599999999999,-1.0,-1.0,-1.0,-250.0,True,,1.744,-1.647,0,-1,-1,3,discount,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-09T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-10-09T14:00:00+00:00,1,2025-10-09T14:00:00+00:00,SHORT,counter,39.7,7,marginal,1.42,1.42,1.42,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0040,EURUSD,2025-10-09T15:00:00+00:00,2025-10-10T15:00:00+00:00,2025-10-10T15:00:00+00:00,NY,bearish,BOS BOS,50pct,1.16108,1.1620599999999999,1.15829,1.15739,3.577,4.731,sl,1.1620599999999999,-1.0,-1.0,-1.0,-250.0,True,,3.367,-2.031,0,-1,-1,3,discount,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-09T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-10-09T14:00:00+00:00,1,2025-10-09T14:00:00+00:00,SHORT,counter,47.8,7,marginal,1.42,1.42,1.42,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0041,EURUSD,2025-10-10T16:00:00+00:00,2025-10-13T11:00:00+00:00,2025-10-14T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.15752,1.15567,1.16167,,2.52,,sl,1.15567,-1.0,-1.0,-1.0,-250.0,True,,1.054,-1.092,13,-1,-1,5,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-10T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bearish,against_trend,2025-10-10T15:00:00+00:00,1,2025-10-10T15:00:00+00:00,LONG,aligned,37.4,0,marginal,2.91,1.47,2.2,fresh,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0042,EURUSD,2025-10-10T16:00:00+00:00,2025-10-13T11:00:00+00:00,2025-10-13T18:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,1.1568,1.15567,1.16167,,5.237,,sl,1.1568,0.0,-1.0,-1.0,0.0,True,,2.363,-0.947,7,-1,-1,5,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-10T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bearish,against_trend,2025-10-10T15:00:00+00:00,1,2025-10-10T15:00:00+00:00,LONG,aligned,29.3,0,marginal,2.91,1.47,2.2,fresh,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0043,EURUSD,2025-10-13T12:00:00+00:00,2025-10-14T04:00:00+00:00,2025-10-14T07:00:00+00:00,London,bearish,BOS BOS,proximal,1.15844,1.16024,1.15592,,1.57,,tp1,1.15592,1.4,1.57,0.0,350.0,True,,2.344,-0.528,3,3,-1,3,discount,0.0,,5.0,3.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2025-10-13T09:00:00+00:00,BOS,BOS,False,True,False,,,,,False,12,bearish,with_trend,2025-10-13T11:00:00+00:00,1,2025-10-13T10:00:00+00:00,SHORT,counter,48.1,1,marginal,0.53,1.01,1.01,no_fvg,London,Asia,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0044,EURUSD,2025-10-13T12:00:00+00:00,2025-10-14T04:00:00+00:00,2025-10-14T07:00:00+00:00,London,bearish,BOS BOS,50pct,1.15914,1.16024,1.15592,,3.578,,tp1,1.15592,2.927,3.578,0.0,731.75,True,,4.473,-0.227,3,3,-1,3,premium,0.0,,5.0,3.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2025-10-13T09:00:00+00:00,BOS,BOS,False,True,False,,,,,False,12,bearish,with_trend,2025-10-13T11:00:00+00:00,1,2025-10-13T10:00:00+00:00,SHORT,aligned,56.1,1,marginal,0.53,1.01,1.01,no_fvg,London,Asia,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0045,EURUSD,2025-10-14T08:00:00+00:00,2025-10-14T13:00:00+00:00,2025-10-14T14:00:00+00:00,London,bearish,BOS BOS,proximal,1.15782,1.15967,1.15503,,1.69,,sl,1.15967,-1.0,-1.0,-1.0,-250.0,True,,1.297,-1.054,1,-1,-1,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-14T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bearish,with_trend,2025-10-14T07:00:00+00:00,1,2025-10-14T07:00:00+00:00,SHORT,counter,41.0,2,solid,0.41,1.6,1.6,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0046,EURUSD,2025-10-14T08:00:00+00:00,2025-10-14T14:00:00+00:00,2025-10-14T14:00:00+00:00,London,bearish,BOS BOS,50pct,1.15855,1.15967,1.15503,,3.826,,sl,1.15967,-1.0,-1.0,-1.0,-250.0,True,,1.482,-1.089,0,-1,-1,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-14T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bearish,with_trend,2025-10-14T07:00:00+00:00,1,2025-10-14T07:00:00+00:00,SHORT,counter,49.3,2,solid,0.41,1.6,1.6,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0047,EURUSD,2025-10-15T07:00:00+00:00,2025-10-15T10:00:00+00:00,2025-10-15T13:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.16246,1.16128,1.1643,,1.88,,sl,1.16128,-1.0,-1.0,-1.0,-250.0,True,,0.864,-1.203,3,-1,-1,3,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-10-15T04:00:00+00:00,BOS,Confirm,False,False,False,,,,,False,7,bullish,with_trend,2025-10-15T06:00:00+00:00,1,2025-10-15T05:00:00+00:00,LONG,counter,85.2,1,marginal,0.48,1.5,1.5,no_fvg,Asia,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0048,EURUSD,2025-10-15T07:00:00+00:00,2025-10-15T10:00:00+00:00,2025-10-15T12:00:00+00:00,London,bullish,Confirmation BOS,50pct,1.16207,1.16128,1.1643,,3.78,,sl,1.16207,0.0,-1.0,-1.0,0.0,True,,1.785,-0.886,2,-1,-1,3,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-10-15T04:00:00+00:00,BOS,Confirm,False,False,False,,,,,False,7,bullish,with_trend,2025-10-15T06:00:00+00:00,1,2025-10-15T05:00:00+00:00,LONG,counter,81.2,1,marginal,0.48,1.5,1.5,no_fvg,Asia,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0049,EURUSD,2025-10-16T15:00:00+00:00,2025-10-16T16:00:00+00:00,2025-10-16T17:00:00+00:00,NY,bullish,BOS BOS,proximal,1.16647,1.1646,1.16906,,1.55,,tp1,1.16906,1.385,1.55,0.0,346.25,True,,1.561,-0.027,1,1,-1,2,premium,0.0,,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-10-16T13:00:00+00:00,BOS,BOS,False,False,False,,,,,False,15,bullish,with_trend,2025-10-16T14:00:00+00:00,1,2025-10-16T14:00:00+00:00,LONG,counter,89.9,3,solid,0.67,1.54,1.54,no_fvg,NY,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0050,EURUSD,2025-10-16T15:00:00+00:00,2025-10-17T14:00:00+00:00,2025-10-17T18:00:00+00:00,NY,bullish,BOS BOS,50pct,1.16573,1.1646,1.16906,,3.581,,friday_flat,1.16681,0.956,-1.0,-1.0,239.0,True,,1.991,-0.08,4,-1,-1,2,premium,0.0,,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-10-16T13:00:00+00:00,BOS,BOS,False,False,False,,,,,False,15,bullish,with_trend,2025-10-16T14:00:00+00:00,1,2025-10-16T14:00:00+00:00,LONG,counter,84.5,3,solid,0.67,1.54,1.54,no_fvg,NY,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0051,EURUSD,2025-10-22T16:00:00+00:00,2025-10-24T12:00:00+00:00,2025-10-24T14:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.16431,1.16594,1.16194,1.1613,1.66,2.1,tp1,1.16194,1.454,1.66,0.0,363.5,True,,2.123,-0.301,2,2,-1,40,discount,0.0,False,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-21T00:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bullish,against_trend,2025-10-22T15:00:00+00:00,1,2025-10-21T01:00:00+00:00,SHORT,counter,38.8,0,marginal,1.56,1.02,1.53,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0052,EURUSD,2025-10-22T16:00:00+00:00,,,NY,bearish,CHoCH CHoCH,50pct,1.16492,1.16594,1.16194,1.1613,3.634,4.415,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,40,discount,0.0,False,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-21T00:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bullish,against_trend,2025-10-22T15:00:00+00:00,1,2025-10-21T01:00:00+00:00,SHORT,counter,43.1,0,marginal,1.56,1.02,1.53,fresh,Asia,NY,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0053,EURUSD,2025-10-23T05:00:00+00:00,2025-10-23T10:00:00+00:00,2025-10-23T14:00:00+00:00,Asia,bullish,Range BOS,proximal,1.15895,1.15783,1.16148,,2.75,,tp1,1.16148,2.259,2.75,5.027,564.75,True,,2.75,-0.375,4,4,-1,18,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-10-22T11:00:00+00:00,BOS,Range,False,False,False,,,,,False,5,bullish,with_trend,2025-10-23T04:00:00+00:00,1,2025-10-22T16:00:00+00:00,LONG,aligned,32.3,1,marginal,0.45,1.08,1.08,fresh,London,London,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0054,EURUSD,2025-10-23T05:00:00+00:00,2025-10-23T10:00:00+00:00,2025-10-23T14:00:00+00:00,Asia,bullish,Range BOS,50pct,1.15859,1.15783,1.16148,,5.161,,tp1,1.16148,3.803,5.161,7.882,950.75,True,,4.526,-0.079,4,4,-1,18,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-10-22T11:00:00+00:00,BOS,Range,False,False,False,,,,,False,5,bullish,with_trend,2025-10-23T04:00:00+00:00,1,2025-10-22T16:00:00+00:00,LONG,aligned,23.1,1,marginal,0.45,1.08,1.08,fresh,London,London,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0055,EURUSD,2025-10-24T13:00:00+00:00,2025-10-24T14:00:00+00:00,2025-10-24T18:00:00+00:00,NY,bullish,BOS BOS,proximal,1.1624,1.16022,1.16549,,1.56,,friday_flat,1.16273,0.151,1.56,1.592,37.75,True,,0.56,-0.271,4,33,-1,5,premium,0.0,,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-10-24T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bullish,with_trend,2025-10-24T12:00:00+00:00,1,2025-10-24T12:00:00+00:00,LONG,counter,61.7,4,solid,1.08,1.63,1.63,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0056,EURUSD,2025-10-24T13:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.16151,1.16022,1.16549,,3.651,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,discount,0.0,,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-10-24T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bullish,with_trend,2025-10-24T12:00:00+00:00,1,2025-10-24T12:00:00+00:00,LONG,aligned,47.5,4,solid,1.08,1.63,1.63,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0057,EURUSD,2025-10-29T07:00:00+00:00,2025-10-29T18:00:00+00:00,2025-10-29T18:00:00+00:00,London,bullish,BOS BOS,proximal,1.16082,1.15977,1.16218,,1.6,,sl,1.15977,-1.0,-1.0,-1.0,-250.0,True,,4.048,-2.333,0,-1,-1,74,discount,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-10-24T05:00:00+00:00,BOS,BOS,True,True,False,,,,,False,7,bullish,with_trend,2025-10-29T06:00:00+00:00,1,2025-10-24T12:00:00+00:00,LONG,aligned,-39.7,1,solid,1.51,2.29,2.29,fresh,Asia,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0058,EURUSD,2025-10-29T07:00:00+00:00,2025-10-29T18:00:00+00:00,2025-10-29T18:00:00+00:00,London,bullish,BOS BOS,50pct,1.1605,1.15977,1.16218,,3.17,,sl,1.15977,-1.0,-1.0,-1.0,-250.0,True,,6.26,-2.918,0,-1,-1,74,discount,0.0,,7.0,3.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-10-24T05:00:00+00:00,BOS,BOS,True,True,False,,,,,False,7,bullish,with_trend,2025-10-29T06:00:00+00:00,1,2025-10-24T12:00:00+00:00,LONG,aligned,-47.0,1,solid,1.51,2.29,2.29,fresh,Asia,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0059,EURUSD,2025-10-30T13:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.16135,1.16416,1.15739,,1.52,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,9,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-30T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bearish,with_trend,2025-10-30T12:00:00+00:00,1,2025-10-30T12:00:00+00:00,SHORT,aligned,53.4,3,strong,2.68,2.77,2.77,fresh,Asia,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0060,EURUSD,2025-10-30T13:00:00+00:00,,,NY,bearish,BOS BOS,50pct,1.16256,1.16416,1.15739,,3.693,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,9,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-30T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bearish,with_trend,2025-10-30T12:00:00+00:00,1,2025-10-30T12:00:00+00:00,SHORT,aligned,64.0,3,strong,2.68,2.77,2.77,fresh,Asia,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0061,GOLD,2025-09-08T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,3584.87,3578.955,3600.15,,2.59,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-08T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bullish,with_trend,2025-09-08T07:00:00+00:00,1,2025-09-08T07:00:00+00:00,LONG,counter,71.8,8,marginal,1.08,1.34,1.34,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0062,GOLD,2025-09-08T08:00:00+00:00,,,London,bullish,BOS BOS,50pct,3582.16,3578.955,3600.15,,5.622,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-08T04:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bullish,with_trend,2025-09-08T07:00:00+00:00,1,2025-09-08T07:00:00+00:00,LONG,counter,69.1,8,marginal,1.08,1.34,1.34,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0063,GOLD,2025-09-15T16:00:00+00:00,2025-09-17T18:00:00+00:00,2025-09-18T06:00:00+00:00,NY,bullish,BOS BOS,proximal,3645.99,3635.115,3674.24,,2.6,,sl,3645.99,0.0,-1.0,-1.0,0.0,True,,5.663,-1.109,11,-1,-1,7,discount,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-15T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bullish,with_trend,2025-09-15T15:00:00+00:00,1,2025-09-15T14:00:00+00:00,LONG,aligned,35.1,15,solid,1.68,1.78,1.78,fresh,London,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0064,GOLD,2025-09-15T16:00:00+00:00,,,NY,bullish,BOS BOS,50pct,3640.8,3635.115,3674.24,,5.887,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,7,discount,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-15T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bullish,with_trend,2025-09-15T15:00:00+00:00,1,2025-09-15T14:00:00+00:00,LONG,aligned,25.7,15,solid,1.68,1.78,1.78,fresh,London,NY,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0065,GOLD,2025-09-22T12:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,3696.06,3689.4249999999997,3707.58,,1.74,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,8,premium,0.0,False,5.5,3.0,0.0,2.0,0.5,0.0,"structure,fvg,freshness",False,h1_only,2025-09-22T04:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,12,bearish,against_trend,2025-09-22T11:00:00+00:00,1,2025-09-22T05:00:00+00:00,LONG,counter,65.8,0,marginal,5.39,1.24,1.86,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0066,GOLD,2025-09-22T12:00:00+00:00,,,London,bullish,CHoCH CHoCH,50pct,3692.99,3689.4249999999997,3707.58,,4.098,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,8,premium,0.0,False,5.5,3.0,0.0,2.0,0.5,0.0,"structure,fvg,freshness",False,h1_only,2025-09-22T04:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,12,bearish,against_trend,2025-09-22T11:00:00+00:00,1,2025-09-22T05:00:00+00:00,LONG,counter,62.5,0,marginal,5.39,1.24,1.86,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0067,GOLD,2025-09-23T14:00:00+00:00,2025-09-24T15:00:00+00:00,2025-09-24T15:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,3747.67,3742.495,3759.52,,2.29,,sl,3742.495,-1.0,-1.0,-1.0,-250.0,True,,1.743,-1.579,0,-1,-1,10,premium,0.0,False,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-23T04:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,14,bearish,against_trend,2025-09-23T13:00:00+00:00,1,2025-09-23T07:00:00+00:00,LONG,counter,72.3,0,marginal,9.21,1.2,1.81,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
